TYPEID;GROUPID;TYPENAME;MASS;VOLUME
363389;351121;Carapace Armor Hardener;0;0,01
363390;351121;R-Type Vehicular Hardener;0;0,01
363394;350858;'Burnstalk' Laser Rifle;0;0,01
363395;350858;'Deathchorus' ELM-7 Laser Rifle;0;0,01
363396;350858;'Rawspark' Viziam Laser Rifle;0;0,01
363397;351064;'Dragonfly' Assault [nSv];0;0,01
363398;350858;'Toxin' Assault Rifle;0;0,01
363400;351844;Hacked Nanohive;0;0,01
363405;351121;CN-V Light Damage Modifier;0;0,01
363406;350858;HK-2 Scrambler Pistol;0;0,01
363408;350858;Hacked EX-0 AV Grenade;0;0,01
363409;351844;'Torrent' Nanohive;0;0,01
363410;351844;'Whisper' Repair Tool;0;0,01
363411;351844;'Cannibal' Nanite Injector;0;0,01
363412;351844;'Terminus' Drop Uplink;0;0,01
363491;350858;Combat Rifle;0;0,01
363551;350858;Magsec SMG;0;0,01
363570;350858;Assault Scrambler Rifle;0;0,01
363604;350858;Rail Rifle;0;0,01
363774;350858;Core Seeker Flaylock;0;0
363775;350858;VN-30 Seeker Flaylock;0;0
363780;350858;Core Flaylock Pistol;0;0
363781;350858;GN-13 Flaylock Pistol;0;0
363782;350858;'Darkvein' Seeker Flaylock;0;0
363783;350858;'Maimharvest' VN-30 Seeker Flaylock;0;0
363784;350858;'Skinbore' Core Seeker Flaylock;0;0
363785;350858;'Splashbone' Flaylock Pistol;0;0
363786;350858;'Rustmorgue' GN-13 Flaylock Pistol;0;0
363787;350858;'Howlcage' Core Flaylock Pistol;0;0
363788;351648;Flaylock Pistol Operation;0;0
363789;351648;Flaylock Pistol Proficiency;0;0
363794;350858;Burst Flaylock Pistol;0;0
363796;350858;GN-20 Specialist Flaylock Pistol;0;0
363797;350858;VN-35 Tactical Seeker Flaylock;0;0
363798;350858;Breach Flaylock Pistol;0;0
363800;350858;Core Specialist Seeker Flaylock;0;0
363801;350858;Core Tactical Seeker Flaylock;0;0
363848;350858;'Ashborne' Scrambler Rifle;0;0,01
363849;350858;'Shrinesong' CRW-04 Scrambler Rifle;0;0,01
363850;350858;'Bloodgrail' Imperial Scrambler Rifle;0;0,01
363851;350858;CRD-9 Assault Scrambler Rifle;0;0,01
363852;350858;Carthum Assault Scrambler Rifle;0;0,01
363857;350858;'Sinwarden' CRD-9 Assault Scrambler Rifle;0;0,01
363858;350858;'Stormvein' Carthum Assault Scrambler Rifle;0;0,01
363861;351648;Scrambler Rifle Operation;0;0
363862;351648;Scrambler Rifle Proficiency;0;0
363934;351064;Assault A-I;0;0,01
363935;351064;Assault G-I;0;0,01
363936;351064;Assault M-I;0;0,01
363957;351064;Scout M-I;0;0,01
363982;351064;Logistics C-I;0;0,01
363983;351064;Logistics G-I;0;0,01
363984;351064;Logistics A-I;0;0,01
364018;351064;Assault M/1-Series;0;0,01
364019;351064;Assault G/1-Series;0;0,01
364020;351064;Assault A/1-Series;0;0,01
364021;351064;Assault mk.0;0;0,01
364022;351064;Assault ak.0;0;0,01
364023;351064;Assault gk.0;0;0,01
364026;351064;Scout M/1-Series;0;0,01
364028;351064;Scout mk.0;0;0,01
364030;351064;Logistics C/1-Series;0;0,01
364031;351064;Logistics G/1-Series;0;0,01
364032;351064;Logistics A/1-Series;0;0,01
364033;351064;Logistics ck.0;0;0,01
364034;351064;Logistics gk.0;0;0,01
364035;351064;Logistics ak.0;0;0,01
364094;354641;Active Omega-Booster (7-Day);0;0,01
364095;351064;Raider Scout;0;0,01
364096;351064;CQC Scout;0;0,01
364097;351064;Hunter Scout;0;0,01
364098;351064;Shock Assault;0;0,01
364099;351064;Mauler Heavy;0;0,01
364101;354641;Recruit Booster (7-Day);0;0,01
364102;350858;Recruit Assault Rifle;0;0,01
364103;350858;Recruit Submachine Gun;0;0,01
364105;351064;Recruit Militia Frame;0;0,01
364121;351210;CreoDron Methana;0;0,01
364171;351210;Kaalakiota Tactical HAV;0;0
364172;351210;CreoDron Breach HAV;0;0
364173;351121;Militia Spool Reduction Unit;0;0
364174;351121;Militia Heat Sink;0;0
364175;351121;Militia Tracking Enhancement;0;0
364176;351121;Militia Active Heat Sink;0;0
364177;351121;Militia Tracking CPU;0;0
364178;351064;'Black Eagle' Scout G/1-Series;0;0,01
364200;350858;'Black Eagle' Shotgun;0;0,01
364201;350858;'Black Eagle' Assault Rifle;0;0
364205;364204;Cargo Hub;110000000;4000
364206;364204;Surface Research Lab;110000000;4000
364207;364204;Production Facility;110000000;4000
364242;351064;Federal Defense Union Scout G-I;0;0,01
364243;351064;State Protectorate Assault C-I;0;0,01
364245;351121;Militia Overdrive;0;0,01
364246;351210;CreoDron Transport Dropship;0;0,01
364247;351210;Kaalakiota Recon Dropship;0;0,01
364248;351121;Militia Active Scanner;0;0,01
364249;351121;Militia Damage Control Unit;0;0
364250;351121;Militia Afterburner;0;0,01
364317;351064;Staff Recruiter Militia Frame;0;0,01
364319;351064;Senior Recruiter Assault C-I;0;0,01
364322;351064;Master Recruiter Assault C-II;0;0,01
364331;350858;Staff Recruiter Assault Rifle;0;0,01
364332;350858;Staff Recruiter Sniper Rifle;0;0,01
364333;350858;Staff Recruiter Scrambler Pistol;0;0,01
364334;350858;Staff Recruiter Laser Rifle;0;0,01
364344;351210;Falchion;0;0
364348;351210;Vayu;0;0
364355;351210;Callisto;0;0
364369;351210;Abron;0;0
364378;351210;Crotalus;0;0
364380;351210;Amarok;0;0
364408;351844;Flux Active Scanner;0;0,01
364409;351844;A-45 Quantum Active Scanner;0;0,01
364410;351844;A-19 Stable Active Scanner;0;0,01
364411;351844;Duvolle Quantum Active Scanner;0;0,01
364412;351844;CreoDron Flux Active Scanner;0;0,01
364413;351844;CreoDron Proximity Active Scanner;0;0,01
364414;351844;Duvolle Focused Active Scanner;0;0,01
364471;354641;Staff Recruiter Active Booster (1-Day);0;0,01
364472;354641;Staff Recruiter Active Booster (3-Day);0;0,01
364477;354641;Staff Recruiter Active Booster (7-Day);0;0,01
364478;354641;Staff Recruiter Active Booster (15-Day);0;0,01
364479;354641;Staff Recruiter Active Booster (30-Day);0;0,01
364490;351210;Senior Recruiter Light Assault Vehicle;0;0,01
364506;351121;Tracking Enhancer (Scout LAV);0;0
364519;351648;Dropsuit Upgrades;0;0
364520;351648;Dropsuit Core Upgrades;0;0
364521;351648;Dropsuit Biotic Upgrades;0;0
364531;351648;Explosives;0;0
364532;351648;Heavy Weapon Operation;0;0
364533;351648;Light Weapon Operation;0;0
364534;351648;Sidearm Operation;0;0
364555;351648;Shield Extension;0;0
364556;351648;Shield Regulation;0;0
364559;350858;'Templar' Scrambler Pistol;0;0,01
364561;350858;'Templar' Scrambler Rifle;0;0,01
364563;350858;'Templar' Laser Rifle;0;0,01
364564;351844;'Templar' Drop Uplink;0;0,01
364565;351064;'Templar' Assault A-I;0;0,01
364566;351064;'Templar' Logistics A-I;0;0,01
364567;351064;'Templar' Sentinel A-I;0;0,01
364570;351648;Amarr Light Dropsuits;0;0
364571;351648;Amarr Medium Dropsuits;0;0
364573;351648;Caldari Light Dropsuits;0;0
364575;351648;Caldari Heavy Dropsuits;0;0
364576;351648;Minmatar Light Dropsuits;0;0
364578;351648;Minmatar Heavy Dropsuits;0;0
364579;351648;Duplicate skill?;0;0
364580;351648;Gallente Medium Dropsuits;0;0
364581;351648;Gallente Heavy Dropsuits;0;0
364594;351648;Amarr Scout Dropsuits;0;0
364595;351648;Amarr Pilot Dropsuits;0;0
364596;351648;Caldari Pilot Dropsuits;0;0
364597;351648;Caldari Scout Dropsuits;0;0
364598;351648;Gallente Pilot Dropsuits;0;0
364599;351648;Minmatar Scout Dropsuits;0;0
364600;351648;Minmatar Pilot Dropsuits;0;0
364601;351648;Amarr Sentinel Dropsuits;0;0
364602;351648;Amarr Commando Dropsuits;0;0,01
364603;351648;Caldari Commando Dropsuits;0;0
364604;351648;Caldari Sentinel Dropsuits;0;0
364605;351648;Gallente Sentinel Dropsuits;0;0
364606;351648;Gallente Commando Dropsuits;0;0
364607;351648;Minmatar Sentinel Dropsuits;0;0
364608;351648;Minmatar Commando Dropsuits;0;0
364609;351648;Amarr Assault Dropsuits;0;0
364610;351648;Amarr Logistics Dropsuits;0;0
364611;351648;Caldari Assault Dropsuits;0;0
364612;351648;Caldari Logistics Dropsuits;0;0
364613;351648;Gallente Assault Dropsuits;0;0
364614;351648;Gallente Logistics Dropsuit;0;0
364615;351648;Minmatar Assault Dropsuits;0;0
364616;351648;Minmatar Logistics Dropsuit;0;0
364617;351648;Gallente Scout Dropsuits;0;0
364618;351648;Handheld Weapon Upgrades;0;0
364633;351648;Vehicle Upgrades;0;0
364639;351648;Vehicle Armor Upgrades;0;0
364640;351648;Vehicle Core Upgrades;0;0
364641;351648;Vehicle Shield Upgrades;0;0
364656;351648;Assault Rifle Ammo Capacity;0;0
364658;351648;Assault Rifle Rapid Reload;0;0
364659;351648;Assault Rifle Sharpshooter;0;0
364661;351648;Assault Rifle Fitting Optimization;0;0
364662;351648;Laser Rifle Fitting Optimization;0;0
364663;351648;Laser Rifle Ammo Capacity;0;0
364664;351648;Laser Rifle Sharpshooter;0;0
364665;351648;Laser Rifle Rapid Reload;0;0
364666;351648;Mass Driver Ammo Capacity;0;0
364667;351648;Mass Driver Rapid Reload;0;0
364668;351648;Mass Driver Fitting Optimization;0;0
364669;351648;Mass Driver Sharpshooter;0;0
364670;351648;Plasma Cannon Ammo Capacity;0;0
364671;351648;Plasma Cannon Fitting Optimization;0;0
364672;351648;Plasma Cannon Rapid Reload;0;0
364673;351648;Plasma Cannon Sharpshooter;0;0
364674;351648;Scrambler Rifle Ammo Capacity;0;0
364675;351648;Scrambler Rifle Rapid Reload;0;0
364676;351648;Scrambler Rifle Sharpshooter;0;0
364677;351648;Scrambler Rifle Fitting Optimization;0;0
364678;351648;Shotgun Ammo Capacity;0;0
364679;351648;Shotgun Rapid Reload;0;0
364680;351648;Shotgun Fitting Optimization;0;0
364681;351648;Shotgun Sharpshooter;0;0
364682;351648;Sniper Rifle Ammo Capacity;0;0
364683;351648;Sniper Rifle Fitting Optimization;0;0
364684;351648;Sniper Rifle Sharpshooter;0;0
364685;351648;Sniper Rifle Rapid Reload;0;0
364686;351648;Swarm Launcher Ammo Capacity;0;0
364687;351648;Swarm Launcher Rapid Reload;0;0
364688;351648;Swarm Launcher Fitting Optimization;0;0
364689;351648;Swarm Launcher Sharpshooter;0;0
364690;351648;Flaylock Pistol Ammo Capacity;0;0
364691;351648;Flaylock Pistol Fitting Optimization;0;0
364692;351648;Flaylock Pistol Rapid Reload;0;0
364693;351648;Flaylock Pistol Sharpshooter;0;0
364694;351648;Scrambler Pistol Ammo Capacity;0;0
364695;351648;Scrambler Pistol Rapid Reload;0;0
364696;351648;Scrambler Pistol Fitting Optimization;0;0
364697;351648;Scrambler Pistol Sharpshooter;0;0
364698;351648;Submachine Gun Ammo Capacity;0;0
364699;351648;Submachine Gun Fitting Optimization;0;0
364700;351648;Submachine Gun Sharpshooter;0;0
364701;351648;Submachine Gun Rapid Reload;0;0
364702;351648;Forge Gun Ammo Capacity;0;0
364703;351648;Forge Gun Fitting Optimization;0;0
364704;351648;Forge Gun Rapid Reload;0;0
364705;351648;Forge Gun Sharpshooter;0;0
364706;351648;Heavy Machine Gun Ammo Capacity;0;0
364707;351648;Heavy Machine Gun Rapid Reload;0;0
364708;351648;Heavy Machine Gun Sharpshooter;0;0
364709;351648;Heavy Machine Gun Fitting Optimization;0;0
364726;351064;Assault - Anti-Armor;0;0,01
364732;351064;Assault - Anti-Armor;0;0,01
364736;351064;Assault - Anti-Armor;0;0,01
364738;351064;Assault - Medic;0;0,01
364739;351064;Assault - Sniper;0;0,01
364740;351064;Assault - Frontline;0;0,01
364741;351064;Assault - Medic;0;0,01
364742;351064;Assault - Sniper;0;0,01
364743;351064;Assault - Frontline;0;0,01
364744;351064;Assault - Medic;0;0,01
364745;351064;Assault - Frontline;0;0,01
364746;351064;Assault - Sniper;0;0,01
364747;351648;Gallente Marauder;0;0
364748;351648;Caldari Logistics LAV;0;0,01
364749;351648;Gallente Logistics LAV;0;0,01
364750;351648;Gallente Logistics Dropship;0;0,01
364751;351648;Caldari Logistics Dropship;0;0,01
364761;351648;Vehicle Armor Repairing;0;0
364763;351648;Vehicle Active Hardening;0;0
364769;351648;Vehicle Armor Plating;0;0
364773;351648;Mobile CRU Operation;0;0
364775;351648;Chassis Modification;0;0
364776;351648;Vehicle Shield Recharging;0;0
364777;351648;Vehicle Shield Extension;0;0
364781;351844;Ishukone Nanohive;0;0,01
364782;351844;BDR-8 Triage Repair Tool;0;0,01
364783;351844;Core Focused Repair Tool;0;0,01
364784;351844;Imperial Flux Drop Uplink;0;0,01
364785;351844;Imperial Quantum Drop Uplink;0;0,01
364786;350858;'Scorchtalon' Nova Knives;0;0,01
364787;350858;'Blackprey' ZN-28 Nova Knives;0;0,01
364788;350858;'Fleshriver' Ishukone Nova Knives;0;0,01
364789;351844;'Hateshard' Remote Explosive;0;0,01
364790;351844;'Scrapflake' F/45 Remote Explosive;0;0,01
364791;351844;'Skinjuice' Boundless Remote Explosive;0;0,01
364812;351064;Gallente Light Frame G-I;0;0,01
364813;351064;Minmatar Light Frame M-I;0;0,01
364814;351064;Amarr Medium Frame A-I;0;0,01
364815;351064;Caldari Medium Frame C-I;0;0,01
364816;351064;Gallente Medium Frame G-I;0;0,01
364817;351064;Minmatar Medium Frame M-I;0;0,01
364818;351064;Amarr Heavy Frame A-I;0;0,01
364863;351064;Minmatar Light Frame M/1-Series;0;0,01
364872;351064;Minmatar Light Frame mk.0;0;0,01
364873;351064;Gallente Light Frame G/1-Series;0;0,01
364874;351064;Gallente Light Frame gk.0;0;0,01
364875;351064;Minmatar Medium Frame M/1-Series;0;0,01
364876;351064;Minmatar Medium Frame mk.0;0;0,01
364877;351064;Gallente Medium Frame G/1-Series;0;0,01
364878;351064;Gallente Medium Frame gk.0;0;0,01
364879;351064;Caldari Medium Frame C/1-Series;0;0,01
364880;351064;Caldari Medium Frame ck.0;0;0,01
364881;351064;Amarr Medium Frame A/1-Series;0;0,01
364882;351064;Amarr Medium Frame ak.0;0;0,01
364883;351064;Amarr Heavy Frame A/1-Series;0;0,01
364884;351064;Amarr Heavy Frame ak.0;0;0,01
364916;351648;Range Amplification;0;0
364918;351648;Precision Enhancement;0;0
364919;351648;Repair Tool Operation;0;0
364920;351648;Active Scanner Operation;0;0
364921;351648;Caldari Enforcer HAV;0;0
364922;351648;Gallente Enforcer HAV;0;0
364933;351648;Caldari Scout LAV;0;0
364935;351648;Gallente Scout LAV;0;0
364943;351648;Caldari Assault Dropship;0;0
364945;351648;Gallente Assault Dropship;0;0
364952;351064;Militia Minmatar Light Frame;0;0,01
364955;351064;Militia Amarr Medium Frame;0;0,01
364956;351064;Militia Gallente Medium Frame;0;0,01
365200;351121;HEP Metabolic Enhancer;0,01;0
365229;351121;Basic Ferroscale Plates;0;0,01
365230;351121;Enhanced Ferroscale Plates;0;0,01
365231;351121;Complex Ferroscale Plates;0;0,01
365233;351121;Basic Reactive Plates;0;0,01
365234;351121;Enhanced Reactive Plates;0;0,01
365235;351121;Complex Reactive Plates;0;0,01
365237;351121;Basic Shield Energizer;0;0,01
365238;351121;Enhanced Shield Energizer;0;0,01
365239;351121;Complex Shield Energizer;0;0,01
365240;351121;'Bastion' Enhanced Ferroscale Plates;0;0,01
365241;351121;'Castra' Complex Ferroscale Plates;0;0,01
365242;351121;'Brille' Enhanced Reactive Plates;0;0,01
365243;351121;'Cuticle' Complex Reactive Plates;0;0,01
365252;351121;'Bond' Enhanced Shield Energizer;0;0,01
365253;351121;'Graft' Complex Shield Energizer;0;0,01
365254;351121;'Weld' Basic Shield Energizer;0;0,01
365255;351121;'Abatis' Basic Ferroscale Plates;0;0,01
365256;351121;'Nacre' Basic Reactive Plates;0;0,01
365262;351064;Commando A/1-Series;0;0,01
365263;351064;Commando ak.0;0;0,01
365289;351064;Pilot G/1-Series;0;0,01
365290;351064;Pilot gk.0;0;0,01
365291;351064;Pilot M-I;0;0,01
365292;351064;Pilot M/1-Series;0;0,01
365293;351064;Pilot mk.0;0;0,01
365294;351121;'Terminal' Basic Power Diagnostics Unit;0;0,01
365295;351121;'Node' Enhanced Power Diagnostics Unit;0;0,01
365296;351121;'Grid' Complex Power Diagnostics Unit;0;0,01
365297;351064;'Neo' Commando A-I;0;0,01
365298;351064;'Neo' Commando A/1-Series;0;0,01
365299;351064;'Neo' Commando ak.0;0;0,01
365300;351064;'Neo' Pilot G-I;0;0,01
365301;351064;'Neo' Pilot G/1-Series;0;0,01
365302;351064;'Neo' Pilot gk.0;0;0,01
365303;351064;'Neo' Pilot M-I;0;0,01
365304;351064;'Neo' Pilot M/1-Series;0;0,01
365305;351064;'Neo' Pilot mk.0;0;0,01
365306;351064;'Neo' Logistics A-I;0;0,01
365307;351064;'Neo' Logistics A/1-Series;0;0,01
365308;351064;'Neo' Logistics ak.0;0;0,01
365309;351064;'Neo' Logistics G-I;0;0,01
365310;351064;'Neo' Logistics G/1-Series;0;0,01
365311;351064;'Neo' Logistics gk.0;0;0,01
365312;351064;'Neo' Logistics C-I;0;0,01
365313;351064;'Neo' Logistics C/1-Series;0;0,01
365314;351064;'Neo' Logistics ck.0;0;0,01
365315;351064;'Neo' Assault A-I;0;0,01
365316;351064;'Neo' Assault A/1-Series;0;0,01
365317;351064;'Neo' Assault ak.0;0;0,01
365318;351064;'Neo' Assault G-I;0;0,01
365319;351064;'Neo' Assault G/1-Series;0;0,01
365320;351064;'Neo' Assault gk.0;0;0,01
365321;351064;'Neo' Assault M-I;0;0,01
365322;351064;'Neo' Assault M/1-Series;0;0,01
365323;351064;'Neo' Assault mk.0;0;0,01
365324;351064;'Neo' Scout M-I;0;0,01
365325;351064;'Neo' Scout M/1-Series;0;0,01
365326;351064;'Neo' Scout mk.0;0;0,01
365351;351121;Surge Carapace I;0;0
365352;351121;Surge Carapace II;0;0
365353;351121;XM-1 Capacitive Shell;0;0
365360;351121;Basic Countermeasure;0;0
365361;351121;Advanced Countermeasure;0;0
365362;351121;'Mercury' Defensive Countermeasure;0;0
365364;351210;Estoc;0;0
365386;351648;Rail Rifle Operation;0;0,01
365388;351648;Rail Rifle Ammo Capacity;0;0,01
365389;351648;Rail Rifle Proficiency;0;0,01
365391;351648;Rail Rifle Fitting Optimization;0;0,01
365392;351648;Rail Rifle Rapid Reload;0;0,01
365393;351648;Combat Rifle Operation;0;0,01
365395;351648;Combat Rifle Sharpshooter;0;0,01
365396;351648;Combat Rifle Ammo Capacity;0;0,01
365397;351648;Combat Rifle Proficiency;0;0,01
365399;351648;Combat Rifle Fitting Optimization;0;0,01
365400;351648;Combat Rifle Rapid Reload;0;0,01
365420;351210;'LC-225' Saga-II;0;0,01
365421;351064;'Harbinger' Amarr Medium Frame A-I;0;0,01
365424;351121;Reactive Deflection Field I;0;0,01
365428;351210;Saga-II;0;0,01
365433;354641;Passive Omega-Booster (30-Day);0;0,01
365434;354641;Passive Omega-Booster (60-Day);0;0,01
365435;354641;Passive Omega-Booster (90-Day);0;0,01
365441;350858;RS-90 Combat Rifle;0;0,01
365442;350858;Boundless Combat Rifle;0;0,01
365443;350858;BK-42 Assault Combat Rifle;0;0,01
365444;350858;Six Kin Assault Combat Rifle;0;0,01
365446;354641;Passive Booster (15-minute) [QA];0;0,01
365447;350858;SB-39 Rail Rifle;0;0,01
365448;350858;Kaalakiota Rail Rifle;0;0,01
365449;350858;Ishukone Assault Rail Rifle;0;0,01
365450;350858;SL-4 Assault Rail Rifle;0;0,01
365451;350858;'Woundriot' Combat Rifle;0;0,01
365452;350858;'Leadgrave' RS-90 Combat Rifle;0;0,01
365453;350858;'Doomcradle' BK-42 Assault Combat Rifle;0;0,01
365454;350858;'Fearcrop' Boundless Combat Rifle;0;0,01
365455;350858;'Blisterrain' Six Kin Assault Combat Rifle;0;0,01
365456;350858;'Angerstar' Rail Rifle;0;0,01
365457;350858;'Grimcell' SB-39 Rail Rifle;0;0,01
365458;350858;'Bleakanchor' SL-4 Assault Rail Rifle;0;0,01
365459;350858;'Zerofrost' Kaalakiota Rail Rifle;0;0,01
365460;350858;'Crawtide' Ishukone Assault Rail Rifle;0;0,01
365566;350858;N7-A Magsec SMG;0;0,01
365567;350858;Kaalakiota Magsec SMG;0;0,01
365568;350858;'Gravepin' N7-A Magsec SMG;0;0,01
365569;350858;'Chokemagnet' Kaalakiota Magsec SMG;0;0,01
365570;350858;'Skyglitch' Magsec SMG;0;0,01
365623;350858;'Construct' Duvolle Assault Rifle;0;0,01
365624;350858;'Construct' Six Kin Submachine Gun;0;0,01
365625;350858;'Construct' Kaalakiota Forge Gun;0;0,01
365626;350858;'Construct' Ishukone Sniper Rifle;0;0,01
365627;350858;'Construct' Wiyrkomi Swarm Launcher;0;0,01
365628;350858;'Construct' Viziam Scrambler Pistol;0;0,01
365629;350858;'Construct' CreoDron Shotgun;0;0,01
365630;350858;'Construct' Viziam Laser Rifle;0;0,01
365631;350858;'Construct' Boundless Heavy Machine Gun;0;0,01
365632;350858;'Construct' Freedom Mass Driver;0;0,01
365633;350858;'Construct' Imperial Scrambler Rifle;0;0,01
365634;350858;'Construct' Core Flaylock Pistol;0;0,01
365635;350858;'Construct' Allotek Plasma Cannon;0;0,01
365636;350858;'Construct' Ishukone Nova Knives;0;0,01
365650;350858;'Pyrus' Assault Rifle;0;0,01
365651;350858;'Pyrus' ATK-21 Assault Rifle;0;0,01
365652;350858;'Pyrus' Allotek Assault Rifle;0;0,01
365654;350858;'Pyrus' Submachine Gun;0;0,01
365655;350858;'Pyrus' ATK-05 Submachine Gun;0;0,01
365656;350858;'Pyrus' Allotek Submachine Gun;0;0,01
365657;350858;'Pyrus' Forge Gun;0;0,01
365658;350858;'Pyrus' ATK-90 Forge Gun;0;0,01
365659;350858;'Pyrus' Allotek Forge Gun;0;0,01
365660;350858;'Pyrus' Sniper Rifle;0;0,01
365661;350858;'Pyrus' ATK-58 Sniper Rifle;0;0,01
365662;350858;'Pyrus' Allotek Sniper Rifle;0;0,01
365663;350858;'Pyrus' Swarm Launcher;0;0,01
365664;350858;'Pyrus' ATK-32 Swarm Launcher;0;0,01
365665;350858;'Pyrus' Allotek Swarm Launcher;0;0,01
365666;350858;'Pyrus' Scrambler Pistol;0;0,01
365667;350858;'Pyrus' ATK-17 Scrambler Pistol;0;0,01
365668;350858;'Pyrus' Allotek Scrambler Pistol;0;0,01
365669;350858;'Pyrus' Shotgun;0;0,01
365670;350858;'Pyrus' ATK-44 Shotgun;0;0,01
365671;350858;'Pyrus' Allotek Shotgun;0;0,01
365673;350858;'Pyrus' Laser Rifle;0;0,01
365674;350858;'Pyrus' ATK-50 Laser Rifle;0;0,01
